recruitment_id,department,job_title,num_applicants,time_to_hire_days,cost_per_hire,source,offer_acceptance_rate,source_group,job_level,applicants_per_day,cost_per_day,cost_per_applicant,applicants_efficiency,efficiency_ratio,acceptance_efficiency,high_cost_flag,long_hire_flag,dept_efficiency,cost_index,source_success,is_efficient,high_acceptance,log1p_time_to_hire_days,log1p_cost_per_hire,process_efficiency,cost_intensity,engagement_score,complexity_flag,salary_fit,employer_brand_score,job_match_score,interview_experience
2494,Sales,Account Executive,163,69,3065.09,Job Portal,0.57,External,Entry,2.36231884057971,44.421594202898554,18.80423312883436,2.3285714285714287,0.0007704662422106,0.0001859045233505,0,1,0.6856486390950867,0.61502240000314,0.6534822167080231,0,0,4.248495242049359,8.02815841320837,0.0,18.69,0.001,0,0.5,0.5,0.5,0.5
2495,Product,Product Analyst,47,22,3549.76,Referral,0.56,Internal,Mid,2.136363636363636,161.3527272727273,75.5268085106383,2.0434782608695654,0.0006016637667326,0.0001577127150243,0,0,2.102831594634873,0.6707151867096695,0.6462861610633307,1,0,3.1354942159291497,8.174916944063686,0.0,73.953,0.0,1,0.5,0.5,0.5,0.5
2496,HR,Recruitment Specialist,283,25,7845.76,Linkedin,1.0,External,Mid,11.32,313.8304,27.723533568904596,10.884615384615383,0.0014426336475182,0.0001274411349397,1,0,1.831228473019518,1.5078723082959928,0.6457707203718048,0,1,3.258096538021482,8.967855986722826,0.001,27.626,0.001,1,0.5,0.5,0.5,0.5
2497,Finance,Payroll Specialist,206,40,4664.76,Linkedin,0.81,External,Mid,5.15,116.619,22.644466019417475,5.024390243902439,0.0011037858783992,0.0001736051575734,0,0,1.2052615933412605,0.8996741816932865,0.6457707203718048,1,1,3.713572066704308,8.448006015339086,0.001,22.535,0.001,1,0.5,0.5,0.5,0.5
2498,Engineering,Backend Developer,157,83,8602.11,Referral,0.39,Internal,Mid,1.891566265060241,103.63987951807228,54.79050955414013,1.869047619047619,0.000219870054557,4.533244373255718e-05,1,1,0.5768128554066827,1.6336555585873107,0.6462861610633307,0,0,4.430816798843313,9.059879044776965,0.0,54.444,0.0,1,0.5,0.5,0.5,0.5
2499,Finance,Financial Analyst,229,45,3947.22,Job Portal,0.38,External,Mid,5.088888888888889,87.716,17.236768558951965,4.978260869565218,0.0012889071249547,9.624590321714596e-05,0,0,1.0713436385255648,0.7612850229086543,0.6534822167080231,1,0,3.828641396489095,8.281020123418251,0.0,17.162,0.001,1,0.5,0.5,0.5,0.5
2500,Sales,Sales Associate,99,66,2957.06,Recruiter,0.79,Agency,Entry,1.5,44.803939393939395,29.86929292929293,1.4776119402985075,0.0005070891056976,0.0002670669290007,0,1,0.7168144863266814,0.5933457543345497,0.6583210483210483,0,1,4.204692619390966,7.992288927040687,0.0,29.571,0.0,0,0.5,0.5,0.5,0.5
2501,HR,HR Manager,298,21,8999.68,Job Portal,0.96,External,Executive,14.19047619047619,428.55619047619047,30.20026845637584,13.545454545454543,0.0015766004557962,0.0001066586080162,1,0,2.180033896451807,1.7296435597730853,0.6534822167080231,0,1,3.091042453358316,9.105055409019736,0.001,30.099,0.001,1,0.5,0.5,0.5,0.5
2502,Engineering,Data Engineer,161,58,8341.18,Linkedin,0.88,External,Mid,2.7758620689655173,143.81344827586207,51.80857142857143,2.7288135593220337,0.0003327502006628,0.0001054880139244,1,1,0.8254390861854253,1.584101467218776,0.6457707203718048,0,1,4.07753744390572,9.029079852083436,0.0,51.489,0.0,1,0.5,0.5,0.5,0.5
2503,HR,Recruitment Specialist,177,57,7314.34,Referral,0.71,Internal,Mid,3.1052631578947367,128.3217543859649,41.32395480225989,3.0517241379310347,0.0004244865116173,9.705632274097992e-05,1,1,0.8031703829032973,1.4057389901630577,0.6462861610633307,0,1,4.060443010546419,8.897728792210025,0.0,41.092,0.0,1,0.5,0.5,0.5,0.5
2504,Marketing,SEO Analyst,269,52,1999.75,Linkedin,0.41,External,Mid,5.173076923076923,38.45673076923077,7.434014869888476,5.0754716981132075,0.002585568873211,0.0002049231538173,0,1,0.9198283221094564,0.373090233079489,0.6457707203718048,0,0,3.970291913552122,7.601277389247156,0.001,7.406,0.002,1,0.5,0.5,0.5,0.5
2505,Finance,Financial Analyst,130,75,2732.98,Recruiter,0.37,Agency,Mid,1.7333333333333334,36.439733333333336,21.02292307692308,1.7105263157894737,0.0006339963472056,0.0001353338356535,0,1,0.6428061831153389,0.5270992602157706,0.6583210483210483,0,0,4.330733340286331,7.913513701968184,0.0,20.862,0.0,1,0.5,0.5,0.5,0.5
2506,Product,UX Designer,88,42,9528.35,Referral,0.93,Internal,Mid,2.0952380952380953,226.8654761904762,108.27670454545456,2.046511627906977,0.0002198720894119,9.759322514127409e-05,1,0,1.1014832162373145,1.800349614983852,0.6462861610633307,0,1,3.7612001156935624,9.162131788655818,0.0,107.06,0.0,1,0.5,0.5,0.5,0.5
2507,Marketing,Content Strategist,183,60,4110.13,Linkedin,0.91,External,Mid,3.05,68.50216666666667,22.459726775956284,3.0,0.000741888483215,0.0002213503343363,0,1,0.7971845458281955,0.7668205324100513,0.6457707203718048,0,1,4.110873864173311,8.321453208874182,0.001,22.338,0.0,1,0.5,0.5,0.5,0.5
2508,HR,Talent Acquisition,116,20,6811.95,Job Portal,0.43,External,Mid,5.8,340.59749999999997,58.723706896551725,5.523809523809524,0.000851319912813,6.311509698441938e-05,1,0,2.2890355912743976,1.3091849317971602,0.6534822167080231,0,0,3.044522437723423,8.826580491835832,0.0,58.222,0.001,1,0.5,0.5,0.5,0.5
2509,Sales,Sales Representative,220,10,3459.37,Job Portal,0.9,External,Entry,22.0,345.937,15.72440909090909,20.0,0.0063577016330623,0.0002600877940798,0,0,4.730975609756098,0.6941362374021195,0.6534822167080231,1,1,2.3978952727983707,8.149130798750663,0.005,15.653,0.004,0,0.5,0.5,0.5,0.5
2510,Engineering,Data Engineer,271,44,3915.59,Recruiter,0.79,Agency,Mid,6.159090909090909,88.99068181818183,14.448671586715868,6.022222222222222,0.0015725646312457,0.0002017060759487,0,0,1.0880787954262423,0.7436228284280122,0.6583210483210483,1,1,3.80666248977032,8.272976656244527,0.001,14.396,0.001,1,0.5,0.5,0.5,0.5
2511,Engineering,DevOps Engineer,152,73,3490.17,Job Portal,0.94,External,Mid,2.0821917808219177,47.81054794520548,22.961644736842107,2.054054054054054,0.0005964166112855,0.0002692507096474,0,1,0.6558283150514338,0.6628298895171852,0.6534822167080231,0,1,4.30406509320417,8.157992202567918,0.001,22.812,0.0,1,0.5,0.5,0.5,0.5
2512,Sales,Sales Representative,292,39,3328.07,Linkedin,0.77,External,Entry,7.487179487179487,85.33512820512821,11.3975,7.3,0.0022490303559791,0.0002312958273631,0,0,1.2130706691682305,0.6677903744354816,0.6457707203718048,1,1,3.688879454113936,8.11044826468949,0.002,11.359,0.001,0,0.5,0.5,0.5,0.5
2513,HR,HR Manager,232,46,9615.27,Recruiter,0.91,Agency,Executive,5.043478260869565,209.0276086956522,41.44512931034483,4.9361702127659575,0.0005244734456155,9.46312863511528e-05,1,0,0.9952328657714772,1.8479534640097597,0.6583210483210483,0,1,3.8501476017100584,9.171211734583798,0.0,41.267,0.0,1,0.5,0.5,0.5,0.5
2514,HR,HR Manager,137,64,8775.21,Job Portal,0.87,External,Executive,2.140625,137.11265625,64.05262773722627,2.107692307692308,0.0002439122354638,9.913162971259803e-05,1,1,0.7153236222732492,1.686502793672261,0.6534822167080231,0,1,4.174387269895637,9.079799930565766,0.0,63.588,0.0,1,0.5,0.5,0.5,0.5
2515,Engineering,DevOps Engineer,179,13,7514.19,Job Portal,0.46,External,Mid,13.76923076923077,578.0146153846154,41.97871508379888,12.785714285714286,0.0018321866472079,6.120936396817646e-05,1,0,3.682728230673436,1.4270450228817328,0.6534822167080231,0,0,2.6390573296152584,8.92468158463527,0.001,41.746,0.001,1,0.5,0.5,0.5,0.5
2516,HR,Talent Acquisition,193,61,5858.18,Referral,0.41,Internal,Mid,3.1639344262295084,96.03573770491803,30.353264248704665,3.1129032258064515,0.0005399961131471,6.99756621233688e-05,1,1,0.7505034725489828,1.1258803989687958,0.6462861610633307,0,0,4.127134385045092,8.675764941039084,0.0,30.197,0.0,1,0.5,0.5,0.5,0.5
2517,Engineering,Software Engineer,282,76,9318.18,Recruiter,0.62,Agency,Mid,3.710526315789474,122.60763157894738,33.0431914893617,3.6623376623376624,0.0003981601724389,6.65294586004348e-05,1,1,0.6299403552467719,1.7696468137372234,0.6583210483210483,0,0,4.343805421853684,9.139829920976302,0.0,32.926,0.0,1,0.5,0.5,0.5,0.5
2518,Engineering,Backend Developer,32,62,7946.79,Linkedin,0.45,External,Mid,0.5161290322580645,128.17403225806453,248.3371875,0.5079365079365079,6.493994333746418e-05,5.6619513097351595e-05,1,1,0.7721849515928172,1.5092015396717844,0.6457707203718048,0,0,4.143134726391533,8.98064918158133,0.0,240.812,0.0,1,0.5,0.5,0.5,0.5
2519,Marketing,Social Media Manager,270,15,8663.37,Referral,0.47,Internal,Executive,18.0,577.5580000000001,32.086555555555556,16.875,0.002077473607429,5.424514419398063e-05,1,0,3.188738183312782,1.6163114052025769,0.6462861610633307,0,0,2.772588722239781,9.066974493216804,0.001,31.968,0.001,1,0.5,0.5,0.5,0.5
2520,Engineering,Backend Developer,128,77,7629.59,Linkedin,0.75,External,Mid,1.6623376623376624,99.08558441558442,59.606171875,1.641025641025641,0.0002178517863412,9.828859891568016e-05,1,1,0.6217593116721385,1.448961023893226,0.6457707203718048,0,1,4.356708826689592,8.939920447632357,0.0,59.144,0.0,1,0.5,0.5,0.5,0.5
2521,Engineering,Data Engineer,187,56,9185.35,Recruiter,0.45,Agency,Mid,3.3392857142857144,164.02410714285716,49.119518716577545,3.280701754385965,0.0003635051695489,4.898572338306291e-05,1,1,0.8549190535491905,1.744420622971568,0.6583210483210483,0,0,4.04305126783455,9.12547396561864,0.0,48.858,0.0,1,0.5,0.5,0.5,0.5
2522,Sales,Business Development Manager,101,13,6155.39,Job Portal,0.74,External,Executive,7.769230769230769,473.4915384615385,60.94445544554456,7.214285714285714,0.0012619783297079,0.0001202003121959,1,0,3.639212007504691,1.2351032859574524,0.6534822167080231,0,1,2.6390573296152584,8.725245845778575,0.001,60.347,0.001,1,0.5,0.5,0.5,0.5
2523,Finance,Payroll Specialist,110,49,5945.11,Recruiter,0.55,Agency,Mid,2.2448979591836733,121.32877551020408,54.046454545454544,2.2,0.0003775406037196,9.249744791132356e-05,1,1,0.9838870149724576,1.1466103238594427,0.6583210483210483,0,0,3.912023005428146,8.690492503218742,0.0,53.56,0.0,1,0.5,0.5,0.5,0.5
2524,Marketing,Content Strategist,166,48,5603.82,Referral,0.42,Internal,Mid,3.4583333333333335,116.74625,33.75795180722891,3.3877551020408165,0.0006170284386177,7.493550194297052e-05,1,1,0.9964806822852444,1.045495941960496,0.6462861610633307,0,0,3.8918202981106265,8.631382220806824,0.0,33.556,0.0,1,0.5,0.5,0.5,0.5
2525,HR,HR Manager,101,75,7904.23,Recruiter,0.91,Agency,Executive,1.346666666666667,105.38973333333333,78.25970297029703,1.3289473684210529,0.0001703513581093,0.000115113665257,1,1,0.610409491006506,1.5191096255050416,0.6583210483210483,0,1,4.330733340286331,8.975279844729478,0.0,77.492,0.0,1,0.5,0.5,0.5,0.5
2526,Product,Product Analyst,42,72,1351.81,Linkedin,0.6,External,Mid,0.5833333333333334,18.77513888888889,32.18595238095238,0.5753424657534246,0.000431201228061,0.0004435212631485,0,1,0.6425318761384334,0.255419942910506,0.6457707203718048,0,0,4.290459441148391,7.209939189632744,0.0,31.437,0.0,1,0.5,0.5,0.5,0.5
2527,HR,HR Manager,290,40,8182.21,Recruiter,0.4,Agency,Executive,7.25,204.55525,28.214517241379312,7.073170731707317,0.0008859603994031,4.88805737601748e-05,1,0,1.1445177956371988,1.5725344491371842,0.6583210483210483,0,0,3.713572066704308,9.009839773157887,0.0,28.118,0.001,1,0.5,0.5,0.5,0.5
2528,HR,Recruitment Specialist,39,45,3803.46,Recruiter,0.33,Agency,Mid,0.8666666666666667,84.52133333333333,97.5246153846154,0.8478260869565217,0.000227802806881,8.674029954316776e-05,0,0,1.01734915167751,0.7309848898910337,0.6583210483210483,1,0,3.828641396489095,8.243929341696147,0.0,95.086,0.0,1,0.5,0.5,0.5,0.5
2529,Marketing,SEO Analyst,174,13,8713.51,Linkedin,0.91,External,Mid,13.384615384615383,670.27,50.07764367816092,12.428571428571429,0.0015358999398262,0.0001044235418858,1,0,3.6793132884378257,1.625665946663562,0.6457707203718048,0,1,2.6390573296152584,9.072744731473843,0.001,49.791,0.001,1,0.5,0.5,0.5,0.5
2530,Marketing,Content Strategist,191,55,5226.08,Referral,0.37,Internal,Mid,3.4727272727272727,95.01963636363637,27.36167539267016,3.4107142857142856,0.0006643723212055,7.078521851588267e-05,1,1,0.8696558681762133,0.9750215803435708,0.6462861610633307,0,0,4.02535169073515,8.561608083742154,0.0,27.219,0.0,1,0.5,0.5,0.5,0.5
2531,Finance,Payroll Specialist,74,77,5510.72,Referral,0.56,Internal,Mid,0.961038961038961,71.56779220779221,74.4691891891892,0.9487179487179488,0.0001743628052656,0.0001016016778791,1,1,0.6261099186188366,1.0628312081523654,0.6462861610633307,0,0,4.356708826689592,8.614632013144874,0.0,73.476,0.0,1,0.5,0.5,0.5,0.5
2532,Sales,Sales Representative,247,56,8185.3,Job Portal,0.92,External,Entry,4.410714285714286,146.16607142857143,33.13886639676114,4.333333333333333,0.0005387921632134,0.0001123828835982,1,1,0.8448170731707317,1.642412735269014,0.6534822167080231,0,1,4.04305126783455,9.01021730431633,0.0,33.005,0.0,0,0.5,0.5,0.5,0.5
2533,Finance,Finance Manager,152,44,5269.77,Recruiter,0.81,Agency,Executive,3.4545454545454546,119.7675,34.66953947368421,3.3777777777777778,0.0006554157086242,0.0001536777358905,1,0,1.095692357582964,1.0163601155175894,0.6583210483210483,0,1,3.80666248977032,8.5699317409193,0.001,34.443,0.0,1,0.5,0.5,0.5,0.5
2534,Sales,Sales Associate,226,14,3624.9,Recruiter,0.85,Agency,Entry,16.142857142857142,258.9214285714286,16.039380530973453,15.066666666666666,0.0044520966223164,0.0002344245566617,0,0,3.379268292682927,0.727350484903015,0.6583210483210483,1,1,2.70805020110221,8.195857812335493,0.004,15.969,0.003,0,0.5,0.5,0.5,0.5
2535,Product,UX Designer,221,12,1280.5,Job Portal,0.69,External,Mid,18.416666666666668,106.70833333333331,5.794117647058823,17.0,0.0143711796072311,0.0005384315255559,0,0,3.855191256830601,0.2419461587774192,0.6534822167080231,1,1,2.5649493574615367,7.155786545804125,0.009,5.768,0.009,1,0.5,0.5,0.5,0.5
2536,Product,UX Designer,214,51,9408.5,Linkedin,0.45,External,Mid,4.196078431372549,184.4803921568627,43.96495327102804,4.115384615384615,0.0004459406377993,4.7824007651841225e-05,1,1,0.907103825136612,1.777704361466106,0.6457707203718048,0,0,3.951243718581427,9.149475096204908,0.0,43.76,0.0,1,0.5,0.5,0.5,0.5
2537,Sales,Account Executive,184,40,7483.91,Job Portal,0.94,External,Entry,4.6,187.09775,40.67342391304348,4.487804878048781,0.0006145698478672,0.0001255860123902,1,0,1.1827439024390245,1.5016760648488297,0.6534822167080231,0,1,3.713572066704308,8.920644272733343,0.001,40.454,0.0,0,0.5,0.5,0.5,0.5
2538,Finance,Financial Analyst,12,68,6428.78,Referral,0.47,Internal,Mid,0.1764705882352941,94.54088235294115,535.7316666666667,0.1739130434782608,2.7445820577888224e-05,7.309736880577563e-05,1,1,0.7089774078478002,1.2398938821688932,0.6462861610633307,0,0,4.23410650459726,8.768695602027359,0.0,494.522,0.0,1,0.5,0.5,0.5,0.5
2539,Sales,Sales Representative,200,88,7586.25,Job Portal,0.46,External,Entry,2.272727272727273,86.20738636363636,37.93125,2.247191011235955,0.0002995455893409,6.062802728261228e-05,1,1,0.5376108647450111,1.522210989570884,0.6534822167080231,0,0,4.48863636973214,8.934224485895767,0.0,37.743,0.0,0,0.5,0.5,0.5,0.5
2540,Sales,Sales Representative,63,50,7383.38,Linkedin,0.9,External,Entry,1.26,147.6676,117.19650793650794,1.2352941176470589,0.0001706304388452,0.0001218788848894,1,1,0.9461951219512196,1.481504323767062,0.6457707203718048,0,1,3.9318256327243257,8.907122237480419,0.0,115.365,0.0,0,0.5,0.5,0.5,0.5
2541,Sales,Business Development Manager,40,63,1204.44,Job Portal,0.47,External,Executive,0.6349206349206349,19.11809523809524,30.111,0.625,0.0005267127645678,0.0003898991239713,0,1,0.7509485094850948,0.241675637406987,0.6534822167080231,0,0,4.1588830833596715,7.094599924503676,0.0,29.377,0.0,1,0.5,0.5,0.5,0.5
2542,HR,HR Coordinator,274,89,1571.94,Linkedin,0.98,External,Entry,3.0786516853932584,17.662247191011236,5.737007299270073,3.0444444444444443,0.0019572594538846,0.000623037115211,0,1,0.5143900205111005,0.3021102858490194,0.6457707203718048,0,1,4.499809670330265,7.360701758656282,0.002,5.716,0.001,0,0.5,0.5,0.5,0.5
2543,Marketing,Content Strategist,164,66,5789.37,Linkedin,0.78,External,Mid,2.484848484848485,87.71772727272727,35.30103658536585,2.4477611940298507,0.0004291346640799,0.0001347064177246,1,1,0.7247132234801779,1.080113715556145,0.6457707203718048,0,1,4.204692619390966,8.663951471806833,0.0,35.087,0.0,1,0.5,0.5,0.5,0.5
2544,Product,Product Analyst,219,63,7531.59,Referral,0.55,Internal,Mid,3.4761904761904763,119.54904761904764,34.39082191780822,3.421875,0.0004614867497355,7.301605423898022e-05,1,1,0.7343221441582097,1.4230685435270776,0.6462861610633307,0,0,4.1588830833596715,8.926994219157438,0.0,34.235,0.0,1,0.5,0.5,0.5,0.5
2545,Sales,Business Development Manager,296,69,3357.71,Linkedin,0.31,External,Executive,4.2898550724637685,48.66246376811594,11.343614864864865,4.228571428571429,0.0012772329473112,9.22973403479312e-05,0,1,0.6856486390950867,0.6737377573626038,0.6457707203718048,0,0,4.248495242049359,8.119312250666377,0.0,11.305,0.001,1,0.5,0.5,0.5,0.5
2546,Sales,Sales Representative,202,73,9294.57,Referral,0.47,Internal,Entry,2.767123287671233,127.32287671232876,46.01272277227723,2.72972972972973,0.0002976819374897,5.056171918451477e-05,1,1,0.6480788506515203,1.8649921367389488,0.6462861610633307,0,0,4.30406509320417,9.13729322156744,0.0,45.786,0.0,0,0.5,0.5,0.5,0.5
2547,Engineering,Backend Developer,252,29,2148.54,Linkedin,0.69,External,Mid,8.689655172413794,74.08758620689655,8.525952380952381,8.4,0.0040425650010764,0.0003209989113949,0,0,1.6508781723708503,0.4080364368564433,0.6457707203718048,1,1,3.4011973816621555,7.673009144742023,0.003,8.492,0.003,1,0.5,0.5,0.5,0.5
2548,Marketing,Marketing Specialist,183,75,7955.6,Recruiter,0.5,Agency,Mid,2.44,106.07466666666669,43.47322404371585,2.4078947368421053,0.0003066636503028,6.284091194731417e-05,1,1,0.6377476366625565,1.4842638621263573,0.6583210483210483,0,0,4.330733340286331,8.98175705191161,0.0,43.237,0.0,1,0.5,0.5,0.5,0.5
2549,Marketing,Social Media Manager,179,25,1855.47,Linkedin,0.32,External,Executive,7.16,74.2188,10.365754189944134,6.884615384615385,0.0038567819571552,0.0001723701433365,0,0,1.913242909987669,0.3461721389033627,0.6457707203718048,1,0,3.258096538021482,7.526432114046764,0.001,10.308,0.002,1,0.5,0.5,0.5,0.5
2550,Finance,Financial Analyst,79,52,2657.38,Referral,0.45,Internal,Mid,1.5192307692307692,51.10346153846154,33.63772151898734,1.490566037735849,0.0005714874356678,0.0001692760252484,0,1,0.9271243025702004,0.5125185812234939,0.6462861610633307,0,0,3.970291913552122,7.885472193689785,0.0,33.217,0.0,1,0.5,0.5,0.5,0.5
2551,Product,UI Designer,197,22,4499.14,Referral,0.68,Internal,Mid,8.954545454545455,204.5063636363637,22.83827411167513,8.565217391304348,0.0019898370838563,0.0001511064100227,0,0,2.102831594634873,0.8500973376039344,0.6462861610633307,1,1,3.1354942159291497,8.411863786385581,0.001,22.723,0.001,1,0.5,0.5,0.5,0.5
2552,Sales,Sales Associate,36,30,5116.22,Job Portal,0.84,External,Entry,1.2,170.54066666666668,142.11722222222224,1.1612903225806452,0.0002345023274355,0.0001641516292049,0,0,1.576991869918699,1.0265897260256844,0.6534822167080231,1,1,3.4339872044851463,8.540366601822642,0.0,138.276,0.0,0,0.5,0.5,0.5,0.5
2553,Marketing,Social Media Manager,78,74,3176.56,Linkedin,0.8,External,Executive,1.054054054054054,42.92648648648649,40.72512820512821,1.04,0.0003317180648214,0.000251765505608,0,1,0.6463658479688073,0.5926458361250064,0.6457707203718048,0,1,4.31748811353631,8.063868885654804,0.0,40.21,0.0,1,0.5,0.5,0.5,0.5
2554,Engineering,Backend Developer,88,45,2336.97,Referral,0.52,Internal,Mid,1.9555555555555555,51.93266666666666,26.55647727272727,1.9130434782608696,0.0008364331259834,0.0002224151721365,0,0,1.0638992666389926,0.4438218100851752,0.6462861610633307,1,0,3.828641396489095,7.757038310469792,0.0,26.258,0.001,1,0.5,0.5,0.5,0.5
2555,Product,Product Analyst,188,71,9705.95,Job Portal,0.45,External,Mid,2.647887323943662,136.70352112676056,51.62739361702128,2.611111111111111,0.000272782627287,4.635853692457466e-05,1,1,0.6515816208727776,1.8339065363418137,0.6534822167080231,0,0,4.276666119016055,9.180597402776945,0.0,51.354,0.0,1,0.5,0.5,0.5,0.5
2556,Marketing,Marketing Specialist,122,25,8772.34,Recruiter,0.8,Agency,Mid,4.88,350.8936,71.9044262295082,4.6923076923076925,0.0005562305803718,9.118534104457367e-05,1,0,1.913242909987669,1.6366417678472431,0.6583210483210483,0,1,3.258096538021482,9.079472856649277,0.0,71.32,0.0,1,0.5,0.5,0.5,0.5
2557,Sales,Sales Representative,28,29,6246.83,Recruiter,0.54,Agency,Entry,0.9655172413793104,215.40793103448271,223.10107142857143,0.9333333333333332,0.0001545364136635,8.643000849895085e-05,1,0,1.6313708999158958,1.2534510826799914,0.6583210483210483,0,0,3.4011973816621555,8.739989482442573,0.0,215.408,0.0,0,0.5,0.5,0.5,0.5
2558,Finance,Payroll Specialist,81,37,7704.22,Linkedin,0.84,External,Mid,2.189189189189189,208.22216216216216,95.11382716049384,2.1315789473684212,0.0002841176746659,0.0001090170040569,1,0,1.302985506314876,1.4858830516650483,0.6457707203718048,0,1,3.6375861597263857,8.949653300234326,0.0,93.954,0.0,1,0.5,0.5,0.5,0.5
2559,Finance,Payroll Specialist,58,13,4456.72,Linkedin,0.47,External,Mid,4.461538461538462,342.8246153846154,76.84,4.142857142857143,0.0010008565951963,0.0001054350654594,0,0,3.708497210280801,0.8595503132071326,0.6457707203718048,1,0,2.6390573296152584,8.402392703539006,0.0,75.538,0.001,1,0.5,0.5,0.5,0.5
2560,HR,HR Coordinator,196,29,7369.4,Linkedin,0.88,External,Entry,6.758620689655173,254.11724137931031,37.59897959183673,6.533333333333333,0.0009169951006261,0.0001193965049386,1,0,1.5786452353616534,1.416320941343667,0.6457707203718048,0,1,3.4011973816621555,8.905227257794722,0.001,37.408,0.001,0,0.5,0.5,0.5,0.5
2561,Finance,Accountant,202,82,3093.61,Job Portal,0.86,External,Entry,2.4634146341463414,37.726951219512195,15.31490099009901,2.433734939759036,0.0007960339539219,0.000277902546686,0,1,0.5879324845567123,0.5966525705991665,0.6534822167080231,0,1,4.418840607796598,8.037417167485755,0.001,15.239,0.001,0,0.5,0.5,0.5,0.5
2562,Engineering,Data Engineer,72,36,2004.82,Linkedin,0.49,External,Mid,2.0,55.68944444444444,27.84472222222222,1.945945945945946,0.0009970984435293,0.0002442891186646,0,0,1.3298740832987408,0.3807420896695127,0.6457707203718048,1,0,3.610917912644224,7.603808233688253,0.0,27.463,0.001,1,0.5,0.5,0.5,0.5
2563,Finance,Accountant,211,53,7468.06,Referral,0.6,Internal,Entry,3.981132075471698,140.9067924528302,35.39364928909953,3.907407407407407,0.000533016480718,8.033139377645914e-05,1,1,0.9096313912009512,1.4403357877653653,0.6462861610633307,0,0,3.9889840465642745,8.91852443352871,0.0,35.227,0.0,0,0.5,0.5,0.5,0.5
2564,HR,HR Manager,278,45,8729.07,Job Portal,0.33,External,Executive,6.177777777777778,193.97933333333333,31.39953237410072,6.043478260869565,0.0007076435558681,3.780038418935931e-05,1,0,1.01734915167751,1.6776351723959566,0.6534822167080231,0,0,3.828641396489095,9.074528667129108,0.0,31.287,0.0,1,0.5,0.5,0.5,0.5
2565,Marketing,Marketing Specialist,96,42,2644.84,Linkedin,0.43,External,Mid,2.2857142857142856,62.97238095238096,27.550416666666667,2.2325581395348837,0.000863889836768,0.0001625192755419,0,0,1.1388350654688508,0.4934436664872887,0.6457707203718048,1,0,3.7612001156935624,7.880743874214702,0.0,27.266,0.001,1,0.5,0.5,0.5,0.5
2566,Product,Product Analyst,75,21,7764.89,Linkedin,0.63,External,Mid,3.5714285714285716,369.75666666666666,103.53186666666667,3.409090909090909,0.0004598865772536,8.112399222754893e-05,1,0,2.202966432474629,1.4671497921352556,0.6457707203718048,0,0,3.091042453358316,8.95749634588535,0.0,102.17,0.0,1,0.5,0.5,0.5,0.5
2567,HR,HR Coordinator,141,39,6317.72,Referral,0.51,Internal,Entry,3.6153846153846154,161.99282051282051,44.80652482269504,3.525,0.0005721704103654,8.071254937708902e-05,1,0,1.1738644057817422,1.21419913935269,0.6462861610633307,0,0,3.688879454113936,8.75127193498303,0.0,44.491,0.0,0,0.5,0.5,0.5,0.5
2568,Marketing,SEO Analyst,266,41,9262.79,Job Portal,0.54,External,Mid,6.487804878048781,225.9217073170732,34.82251879699248,6.333333333333333,0.0007003402363448,5.8291476814565094e-05,1,0,1.1666115304802862,1.7281442580654385,0.6534822167080231,0,0,3.737669618283368,9.133868531162062,0.0,34.692,0.0,1,0.5,0.5,0.5,0.5
2569,HR,HR Coordinator,54,29,9749.66,Linkedin,0.51,External,Entry,1.862068965517241,336.1951724137931,180.5492592592593,1.8,0.0001909685052619,5.230415171896056e-05,1,0,1.5786452353616534,1.8737818043505168,0.6457707203718048,0,0,3.4011973816621555,9.185090254008564,0.0,177.267,0.0,0,0.5,0.5,0.5,0.5
2570,Engineering,Software Engineer,28,79,6652.64,Recruiter,0.4,Agency,Mid,0.3544303797468354,84.21063291139241,237.59428571428572,0.35,5.326864389219066e-05,6.011746953547231e-05,1,1,0.6060185696044894,1.2634251730424613,0.6583210483210483,0,0,4.382026634673881,8.802919352319503,0.0,229.401,0.0,1,0.5,0.5,0.5,0.5
2571,Product,UX Designer,194,64,6678.07,Linkedin,0.31,External,Mid,3.03125,104.34484375,34.4230412371134,2.9846153846153847,0.0004538431248661,4.6413647408995565e-05,1,1,0.7228483606557377,1.2617988165144238,0.6457707203718048,0,0,4.174387269895637,8.806734035281584,0.0,34.247,0.0,1,0.5,0.5,0.5,0.5
2572,Finance,Accountant,134,34,8262.13,Job Portal,0.54,External,Entry,3.941176470588235,243.00382352941173,61.65768656716417,3.8285714285714287,0.0004769592721629,6.535053908143767e-05,1,0,1.4179548156956003,1.5934849910378135,0.6534822167080231,0,0,3.5553480614894135,9.019558729362128,0.0,61.201,0.0,0,0.5,0.5,0.5,0.5
2573,Engineering,DevOps Engineer,72,49,9440.57,Referral,0.36,Internal,Mid,1.469387755102041,192.664693877551,131.11902777777777,1.44,0.0001556295992194,3.812925180875638e-05,1,1,0.9770503469133606,1.792890309090747,0.6462861610633307,0,0,3.912023005428146,9.1528775588703,0.0,129.323,0.0,1,0.5,0.5,0.5,0.5
